noi_permit_number,project_name,latitude,longitude,receiving_waters,total_land_area,estimated_area,construct_start,construct_end
5213,MATT MARVIL EAST POULTRY PLAN,38.583669,-75.565446,Broad Creek,10.6,5,9/1/2016,2/1/2017
5214,MATT MARVIL WEST POULTRY PLAN,38.582206,-75.565424,Broad Creek,10.6,5,9/1/2016,2/1/2017
5221,ZACH WHALEY SOUTH POULTRY PLAN,38.561062,-75.515698,Broad Creek,12.94,5,8/1/2016,1/1/2016
5222,ZACH WHALEY NORTH POULTRY PLAN,38.562438,-75.516457,Broad Creek,13.23,4,8/1/2016,1/1/2016
5223,GRACE CHURCH COLLEGE ROAD ENTRANCE,39.174758,-75.55412,St. Jones River,9.2,6.1,8/1/2016,8/1/2019
5226,NEW CHURCH FACILITY,39.496389,-75.715833,Appoquinimink River,27.23,20.83,10/1/2016,3/31/2018
5229,BACK CREEK,38.52298,-75.07317,Little Assawoman,28.51,20.55,1/1/2017,1/1/2019
5230,OCEAN WAY ESTATES,38.531111,-75.081389,Assawoman,13.42,5.68,8/1/2016,12/31/2017
5232,1667 CHOPTANK ROAD,39.4875,-75.745833,Bohemia Creek,22.3,2.1,7/15/2016,7/15/2017
5233,LANDS OF PERDUE GRAIN AND OILSEED LLC,38.969722,-75.982778,Nanticoke River,3.6,2.7,10/1/2016,5/1/2017
5234,NORMA LEE MESSICK,38.86591,-75.49336,Delaware Bay,18.36,5,8/1/2016,2/1/2017
5235,HAWTHORNE PHASE III,38.71885,-75.311902,Broadkill River,132.55,66,3/1/2016,10/1/2018
5236,TIDEWATER LANDING,38.712222,-75.186944,Lewes-Rehoboth Canal,141.5,88.2,2/1/2017,11/1/2020
5237,Black Bird Farms,39.367533,-75.68774,Blackbird Creek,81,40,12/30/2016,12/30/2017
5238,NEW DITCH TAX DITCH MAINTENANCE DIPOUT,38.6482,-75.4072,Deep Creek,26.7,26.7,7/14/2016,7/14/2017
5239,HEARNS POND LOOP,38.689607,-75.590172,Nanticoke River,6.4,6.4,5/1/2017,12/30/2017
5240,HASTINGS EAST LOT 1B,38.509444,-75.490278,Broad Creek,30.33,5,9/1/2016,2/1/2017
5241,TAORMINA SQUARE,38.6345,-75.1961,Rehoboth Bay,8.4,8.4,8/1/2016,9/1/2017
5242,HASTINGS WEST LOT 1 A,38.303,-75.2932,Broad Creek,30.32,5,7/1/2016,2/1/2017
5243,MILLTOWN SQUARE,39.731667,-75.669167,Shellpot Creek,8.56,7.6,4/1/2017,4/1/2018
5244,EURSHALL MILLER COLLISION CENTER,38.484122,-75.554626,Broad Creek,14.01,2.11,8/1/2016,10/1/2016
5245,C STORE RETAIL AND BANK ,39.584623,-75.684286,Dragon Run Creek,10.8,7.2,10/1/2016,10/1/2017
5248,DELAWARE STATE POLICE TROOP 7,38.720278,-75.155556,Lewes-Rehoboth Canal,9.2,9.2,4/1/2017,4/1/2019
5252,BUTTONWOODS -20 BUTTONWOOD AVENUE,39.684166,-75.55614,Delaware River,3,2.6,9/1/2016,9/1/2017
5253,BEAVERDAM BRANCH PUBLIC DITCH MAINTENANCE DIPOUT,38.5835,-75.4482,Broad Creek,11,11,6/23/2016,6/23/2017
5254,SEAFORD VILLAGE STORMWATER IMPROVEMENTS,38.658889,-75.596111,Nanticoke River,27,6.2,9/1/2016,11/30/2017
5255,MOORE FAMILY FARMS LLC,38.870702,-75.563961,Nanticoke River,108,36.8,11/28/2016,11/28/2017
5256,723 NEW CASTLE AVENUE,39.725631,-75.545009,Christina River,2.8,2,8/1/2016,8/1/2018
5257,PLEASANT COVE FARM POULTRY FARM COMPLEX,38.846496,-75.527542,Nanticoke River,21,10,9/1/2016,4/30/2017
5258,BROSIUS ELIASON COMPANY PHASE 2,39.6571,-75.5687,Delaware River,0.5,0.5,9/1/2016,9/1/2017
5259,PRESTON CHRYSLER,38.5903,-75.3042,Indian River Bay,9.3,9.9,9/15/2016,7/1/2017
5260,DEBRA RIDDLE EAST POULTRY FARM,38.505454,-75.42397,Broad Creek,126,5,9/1/2016,9/1/2017
5261,DEBRA RIDDLE WEST POULTRY FARM,38.505397,-75.424572,Broad Creek,126,5,9/1/2016,9/1/2017
5262,CARILLON WOODS,38.634989,-75.197151,Rehoboth Bay,25.86,13.65,4/1/2017,4/1/2019
5264,H O BRITTINGHAM ELEMENTARY SCHOOL,38.7807,-75.3179,Broadkill River,25,23.1,1/17/2017,9/1/2019
5266,LIDL S CARTER ROAD,39.278889,-75.593056,Smyrna River,5.4,5.17,2/1/2017,2/1/2018
5268,FORT DUPONT PHASE 1 CANAL DISTRICT  AND OFFICERS ROW,39.57203,-75.58851,Delaware River,296.2,25,10/1/2016,10/1/2017
5270,CHRISTINA RIVER BRIDGE     T201612101,39.728056,-75.556944,Christina River,18.6,18.6,11/1/2016,3/1/2019
5272,SR 71 OLD PORTER ROAD TO SR7,39.608611,-75.664167,Red Lion Creek,2,2,9/1/2016,2/1/2018
5273,PANDA EXPRESS,39.722268,-75.660222,White Clay Creek,0.7,0.9,11/3/2016,3/2/2017
5274,CONCORD PLAZA,39.809778,-75.543577,Shellpot Creek,41.9,16.8,11/1/2016,11/1/2019
5275,DARLEY GREEN BLOCKS A3 J & n,39.804722,-75.461389,Naamans Creek,6.7,6.7,11/15/2016,11/15/2019
5279,CLAYTON CROSSING PHASE II,38.374722,-75.255556,Indian River Bay,7.3,2,12/1/2016,6/1/2017
5280,HAYDEN SMITH POULTRY PLAN,38.592355,-75.346692,Indian River,22.8,5,1/1/2017,6/1/2017
5281,LOT 2B RIVER ROAD INDUSTRIAL PARK II,39.6515,-75.5935,Army Creek,3.8,2.6,9/1/2016,9/1/2017
5282,INTELLIGENT CHOICE FARMS,38.942614,-75.481632,Murderkill River,62.2,25.7,10/15/2016,7/15/2017
5283,VILLAGE OF CANTERBURY,39.64339,-75.66747,Christina River,22.3,2.6,5/1/2017,12/31/2020
5290,DIAMOND ACRES,38.568333,-75.2475,Indian River Bay,15.6,4.6,4/1/2017,4/1/2020
5291,PUNIJTAN PAK FARM LLC,38.613056,-75.613611,Nanticoke River,46.5,19.2,10/1/2016,3/1/2017
5292,KARAINWALA FARMS LLC ,39.017577,-75.652295,Murderkill River,24.9,11.69,11/15/2016,7/15/2017
5293,Stone's Throw Church,39.447222,-75.743056,Bohemia Creek,5.8,6.5,9/22/2016,9/22/2017
5296,SHARAR FARMS LLC,38.7675,-75.571667,Nanticoke River,19.9,11.2,11/1/2016,4/1/2017
5298,CHICKEN HOUSES  TWO 60X600,38.61127,-75.41037,Indian River Bay,38.33,5,2/1/2017,2/1/2018
5300,DELAWARE BOTANIC GARDENS,38.563889,-75.223056,Indian River,37,9.2,3/1/2017,10/1/2017
5302,KARAM FARM LLC,38.900833,-75.629167,Marshyhope Creek,6.5,21.1,11/1/2016,4/1/2017
5310,ANGOLA NECK SANITARY SEWER DISTRICT NORTH EXPANSION,38.701389,-75.1375,Atlantic Ocean,230.3,3.2,1/1/2017,1/1/2019
5311,AMERICAN DISCOUNT LIQUORS,39.124167,-75.500278,St. Jones River,2.65,2.85,4/1/2017,7/1/2017
5313,DCR FISH RETURN,39.583056,-75.595556,Dragon Run Creek,397.9,3,10/17/2016,6/30/2017
5315,WALNUT VILLAGE,38.909981,-75.423327,Mispillion River,19.6,19.6,11/1/2016,6/30/2017
5316,3128 KENNETT PIKE,39.767,-75.5829,Brandywine Creek,5.6,3.8,10/1/2016,10/1/2018
5317,"Gujar Farm, LLC",38.5104,-75.3527,Nanticoke River,28.67,1.84,11/1/2016,8/1/2017
5319,LOT 7 FIRST STATE INDUSTRIAL PARK,39.709167,-75.635556,Christina River,6.59,2.46,5/1/2017,5/1/2018
5325,COLONY AT SUMMIT BRIDGE EAST,39.581113,-75.738501,Christina River,60.3,33.9,5/1/2017,12/31/2021
5326,WILMINGTON UNIVERSITY - NORTH CAMPUS,39.827777,-75.547419,Brandywine Creek,41.4,40.6,12/1/2016,12/1/2017
5327,PARCEL 14 PENCADER CORPORATE CENTER,39.612,-75.7696,White Clay Creek,4,3.3,11/1/2016,11/1/2018
5329,"Gator & Associates, LLC.",38.922236,-75.451903,Mispillion River,1.2,0.2,11/1/2016,5/30/2017
5330,ROBIN A CALLAHAN,38.780556,-75.678333,Marshyhope Creek,84.69,17,12/1/2016,6/1/2017
5333,LUCKY FARMS LLC,38.813698,-75.412152,Mispillion River,17.33,11.18,1/1/2017,1/1/2018
5334,SUFWAN FARMS LLC,38.897222,-75.586944,Marshyhope Creek,113.7,29.6,1/1/2017,12/1/2017
5338,MARTIN L ROSS POULTRY FARM,38.47838,-75.46333,Broad Creek,44,10.32,1/1/2017,12/31/2018
5339,DOGFISH HEAD RACKHOUSES,38.77,-75.303333,Broadkill River,39.4,2,1/1/2017,1/1/2018
5340,COASTAL CLUB -LAND BAY 2,38.4315,-75.1147,Rehoboth Bay,17.2,18.1,12/1/2016,12/1/2018
5341,WESTOWN BUSINESS PARK,39.4375,-75.7417,Appoquinimink River,107,41.6,12/1/2016,6/1/2017
5342,317 OLD LANDING ROAD,38.584653,-75.291794,Indian River,1.5,1.2,12/1/2016,12/1/2019
5343,AHMAD FARM EAST,38.842222,-75.5775,St. Jones River,42.34,15.33,11/1/2018,5/1/2016
5345,GLASGOW REGIONAL PARK,39.608245,-75.731121,Christina River,281.3,18.7,1/1/2017,1/1/2020
5347,ATLANTIS INDUSTRIES CORP AT KING FARM INDUSTRIAL PARK,38.694167,-75.345556,Indian River,74,4,12/1/2016,12/1/2018
5348,THE RESERVES AT POLLY DRUMMOND,39.7258,-75.714,White Clay Creek,9.8,5,12/1/2016,12/1/2019
5349,"Nagrianwala Farm, LLC",38.917031,-75.540589,Mispillion River,54.97,25,1/1/2017,12/1/2017
5350,"Chaudhry Farms, LLC",38.914397,-75.538942,Mispillion River,64,20.73,1/1/2017,12/1/2017
5351,CHICK HAVEN FARM LLC,38.619968,-75.396607,Indian River,36.5,16.4,12/15/2016,8/15/2017
5352,PROPOSED CHURCH,38.676389,-75.328889,Indian River,2.2,1.5,2/1/2017,9/1/2017
5353,CROOKED BILLET,39.770556,-75.592778,Brandywine Creek,28,18,6/1/2017,9/30/2017
5357,TWO FARMS STORE #295 ,38.571667,-75.284444,Indian River Bay,2.39,2.29,4/15/2017,10/15/2017
5358,SOUTH PARCEL REMEDIAL ACTION EPA ID   DED 154576698,39.806389,-75.432222,Delaware River,27.3,16.1,11/14/2016,6/2/2017
5359,SPICER MULLIKIN FUNERAL HOME,39.450797,-75.708479,Appoquinimink River,1.79,1.9,12/15/2016,12/15/2017
5360,LAKE FOREST CENTRAL ELEMENTARY SCHOOL,38.9875,-75.551667,Murderkill River,122.39,15,11/28/2016,9/1/2017
5361,Breakwater Beach,38.539556,-75.06582,Indian River Bay,2.19,2.26,1/1/2017,1/1/2022
5362,PARKER BLOCK,38.571,-75.3268,Indian River,20.3,4.5,1/1/2017,4/30/2017
5363,2017 EXPANSION PROJECT - LAUREL LOOP,38.581999,-75.59616,Broad Creek,19.9,19.9,5/1/2017,12/30/2017
5364,LONG NECK PARCEL A,38.63141,-75.176772,Indian River Bay,0.7,0.4,2/15/2017,8/15/2017
5365,AHMAD FAMILY FARM LLC,38.078391,-75.501748,Nanticoke River,27.23,4.29,1/15/2017,12/15/2017
5366,JALAL DIN FARM LLC,38.823021,-75.660524,Nanticoke River,25.83,22.77,1/15/2017,12/15/2017
5367,SINCLAIR PROPERTY,39.608233,-75.687319,C & D Canal East,7.7,7.7,3/1/2017,8/30/2017
5368,GHURAL FARM LLC,38.552692,-75.312004,Mispillion River,59.3,13.9,2/1/2017,8/1/2017
5369,THOMAS MCKEAN HIGH SCHOOL ATHLETIC FIELDS,39.756944,-75.663056,Red Clay Creek,43.56,6.2,3/1/2017,6/1/2017
5371,LIDL DOVER,39.166389,-75.517778,St. Jones River,6.95,5.88,6/30/2017,6/30/2018
5372,OLD WILMINGTON ROAD MINER SUBDIVISION,39.781389,-75.668889,White Clay Creek,1.54,1.37,2/1/2017,12/30/2017
5373,PARCEL 1 WESTOWN TOWN CENTER -PHASE 3,39.5,-75.667,Appoquinimink River,3,3,3/1/2017,10/1/2017
5377,THE ESTUARY PHASE 1B-1D,38.51116,-75.1183,Indian River Bay,165,135.47,11/1/2016,11/1/2018
5378,DELAWARE RIVER INDUSTRIAL PARK,39.71037,-75.54257,Christina River,14.5,3,10/31/2016,12/12/2016
5382,SUMMIT BRIDGE RD AND ARMSTRONG CORNER RD INTERSECTION IMPROVEMENTS,39.480556,-75.720278,Appoquinimink River,39,39,2/1/2017,12/15/2018
5384,IRON BRANCH ROAD AND STATE STREET T200800903,38.590278,-75.285833,Indian River,2.7,2.7,3/1/2017,3/1/2018
5386,SHARP FARMS POULTRY ENTRANCE PLANS,38.472343,-75.439272,Pocomoke River,30,1.6,1/1/2017,1/31/2017
5388,ACESS ROAD,38.799722,-75.586389,Nanticoke River,1.13,1.13,2/1/2017,5/1/2018
5389,BLACK CREEK COVE SUBDIVISION (AMENDED & EXPANDED),38.644232,-75.324063,Indian River,10,3.9,5/15/2017,5/15/2018
5390,Middletown Village,39.46,-75.74,Appoquinimink River,23,12,1/11/2017,6/30/2017
5391,CITY OF DOVER SCHUTTLE PARK PUBLIC WORKS YARD,39.144444,-75.5475,St. Jones River,106.6,8.9,7/1/2017,7/1/2018
5392,LUCKY STAR FARMS POULTRY HOUSE EXPANSION,38.700819,-75.432522,Deep Creek,10,3.1,1/1/2017,6/1/2017
5393,TAXIWAY B & E RELOCATION PHASE 2,39.680833,-75.6025,Army Creek,1037.5,22,5/1/2017,11/30/2017
5395,26 BELLECOR DRIVE,39.696639,-75.59446,Christina River,2,1.6,3/1/2017,3/1/2020
5396,COVERED BRIDGE TRAILS,38.753,-75.179,Broadkill River,36.98,25.3,3/1/2017,11/1/2021
5397,REED FARM,38.8138,-75.4544,Mispillion River,41.25,8.7,4/1/2017,8/30/2017
5401,Laurel 6th Street - Green Street,38.552477,-75.563968,Broad Creek,1.58,1.58,4/1/2017,10/1/2017
5402,SUMMERTON PLACE,39.438333,-75.746389,Appoquinimink River,2.5,2.5,3/1/2017,9/1/2017
5403,COASTAL STATION LLC,38.7175,-75.108056,Lewes-Rehoboth Canal,13.6,5.6,2/1/2017,2/1/2018
5404,TWO FARMS STORE # 158 DIESEL,38.699722,-75.400278,Deep Creek,1,1,1/2/2017,7/2/2017
5405,NEWARK REGIONAL TRANSPORTATION CENTER T20145603,39.667778,-75.753333,Christina River,10.2,10.2,4/1/2017,12/31/2017
5406,PARKWAY AT SOUTH RIDGE,39.45,-75.7375,Bohemia Creek,17.6,17.6,2/1/2017,2/1/2018
5412,BERGMONT WOODS,39.259358,-75.059833,Smyrna River,34.22,33.95,2/1/2017,2/1/2018
5413,JAMES BRUNK POULTRY FARM,38.466179,-75.527208,Broad Creek,41.55,26.4,5/15/2017,5/15/2018
5414,K & H POULTRY FARM COMPLEX,38.520383,-75.697073,Nanticoke River,17.26,15.16,3/1/2017,9/30/2017
5415,DAYS INN,38.725833,-75.124444,Lewes-Rehoboth Canal,1.3,1.2,10/1/2017,6/30/2018
5419,THE TRUCK STORE,39.155895,-75.5123,St. Jones River,0.46,0.3,4/1/2017,10/1/2017
5420,Duck Creek Business Campus,39.3142,-75.60601,Smyrna River,211.57,206,6/15/2017,6/15/2019
5421,CHEEMA FARMS POUTLRY FARM COMPLEX,38.886068,-75.607409,Marshyhope Creek,43.4,13.8,3/15/2017,9/15/2017
5422,ROCKFORD FALLS,39.76739,-75.559243,Brandywine Creek,17,22.1,2/22/2017,10/1/2019
5425,PROPOSED GRAIN SILOS,38.478272,-75.57361,Broad Creek,31.56,1.77,3/1/2017,11/1/2017
5427,CAMDEN SQUARE,39.113889,-75.530833,St. Jones River,9.8,11.17,8/1/2017,8/1/2018
5429,LIBERTY COURT APARTMENTS,39.168333,-75.556111,St. Jones River,7.9,4.6,4/1/2017,11/30/2017
5430,BAYSIDE EXTERIORS,38.75,-75.19,Rehoboth Bay,0.5,0.5,5/1/2017,10/1/2017
5431,THE METAL SHOP,0.384839,-75.563871,Broad Creek,14.8,8.5,3/15/2017,9/15/2017
5433,RETAIN CENTER 5600 CONCORD PIKE,39.834444,-75.535,Brandywine Creek,2.4,2.4,6/1/2017,2/1/2018
5435,LEWES CROSSING PHASE 8,38.740278,-75.179167,Rehoboth Bay,19.5,19.8,8/1/2017,6/1/2019
5437,CROP PRODUCTION SERVICES,38.923611,-75.465,Mispillion River,34.17,14.84,5/1/2017,12/1/2017
5439,CONCORD ROAD WATER LINE PROJECT,38.6375,-75.5975,Nanticoke River,1.4,1.4,4/1/2017,9/1/2017
5440,COLLEGE PARK RETAIL OUTPADS,38.701111,-75.402222,Deep Creek,13.19,3.05,4/1/2017,4/1/2019
5441,SHARP FARMS POULTRY FARM COMPLEX,38.47266,-75.430948,Pocomoke River,64,20.64,4/1/2017,9/1/2017
5442,LANDS OF HAROLD E DUKES JR,38.6312,-75.3524,Indian River,2,2,6/1/2017,10/1/2017
5443,LARRY HILL FARMS POULTRY FARM COMPLEX,38.487432,-75.548218,Broadkill River,64.5,4.1,4/1/2017,6/1/2017
5444,THE TABERNACLE OF PRAISE HEALING & DELIVERANCE MINISTRY,39.14,-75.37,Nanticoke River,5,3.1,6/1/2017,6/1/2019
5445,Asante Sana Village (fka The Avon Site),39.686444,-75.713242,White Clay Creek,45.5,9.4,3/13/2017,7/31/2017
5447,COASTAL CLUB LAND BAY 7,38.7278,-75.1882,Rehoboth Bay,28.16,31.6,9/1/2017,9/1/2018
5448,GATEWAY MOTION AND FITNESS,38.75572,-75.16143,Delaware Bay,6.11,6.82,7/1/2017,7/1/2018
5450,STAR CAMPUS EARTHEN BERM,39.665278,-75.761944,Delaware River,179.21,15.1,3/15/2017,7/15/2017
5453,2000 PENNSYLVANIA AVENUE,39.756218,-75.569093,Brandywine Creek,1.8,1.8,5/1/2017,5/1/2020
5454,LINDEN HILL CORNER,39.737778,-75.689444,White Clay Creek,3.5,2.1,5/1/2017,11/1/2017
5455,GEORGETOWN STORAGE FACILITY,36.668175,-75.376052,Indian River,11,10.2,7/15/2017,7/15/2018
5456,Belle Terre Phase 1,38.7167,-75.1581,Herring Creek-Rehoboth Bay,73.8,55.8,12/15/2017,12/15/2022
5457,COOL SPRING MINI STORAGE,38.7279,-75.2651,Broadkill River,9.5,9.5,12/15/2017,12/15/2022
5458,WAWA SHARED ACCESS DRIVE PHASE 2,38.743333,-75.153056,Lewes-Rehoboth Canal,1.6,0.7,3/1/2017,6/1/2017
5459,WAWA SHARED ACCESS DRIVE,38.743611,-75.153056,Lewes-Rehoboth Canal,1.6,0.7,3/1/2016,6/1/2016
5460,CONSTRUCTION STAGING AREA AT ANSRWRF,38.799722,-75.341389,Broadkill River,74.62,3,5/1/2017,12/31/2017
5463,REDDENWOOD II,38.7364,-75.3539,Broadkill River,53.4,51.4,6/1/2017,11/1/2020
5464,BIDERMANN GOLF COURSE MAINTENANCE FACILITY,39.816944,-75.598611,Red Clay Creek,159.6,3.6,9/30/2017,9/30/2019
5465,LITTLE FALLS CENTER,39.761111,-75.625556,Red Clay Creek,10.8,2.3,5/1/2017,1/19/2018
5468,ZOAR ROAD SUBSTATION,38.6469,-75.2857,Cow Bridge Branch-Indian River,4.2,4.2,8/1/2020,7/31/2021
5469,PLEASANTVILLE BAPTIST CHURCH ADDITION,39.65,-75.620833,Army Creek,3,1.6,5/1/2017,10/1/2017
5470,WESTOWN TOWN CENTER PHASE 3 PARCELS 2A AND 3,39.444019,-75.742417,Bohemia Creek,16.57,16.57,5/1/2017,12/31/2020
5471,TRINITY COMMUNITY CHURCH,39.766667,-75.658333,White Clay Creek,16.2,10.8,7/1/2017,10/1/2018
5472,WHISPERING WOODS,39.50411,-75.70207,Appoquinimink River,114.5,52.3,7/1/2017,7/1/2022
5473,GRIMM POUTLRY FARM COMPLEX,38.789635,-75.535454,Nanticoke River,103.3,30.9,4/15/2017,1/15/2018
5474,FAIRVIEW CAMPUS,39.438333,-75.651389,Appoquinimink River,271.7,105.6,3/1/2018,8/1/2020
5475,REFINERY NORTH LATERAL,39.353602,-75.383278,Red Lion Creek,1.4,1.4,5/15/2017,7/14/2017
5477,Pine Street Substation Expansion,38.650767,-75.618858,Nanticoke River,1.38,1.33,5/12/2017,9/12/2017
5478,Ocean Meadows,38.4246,-75.1231,Assawoman Bay,70.2,48.5,3/1/2018,3/1/2020
5479,COMMUNITY BANK - ADDITIONS,38.743782,-75.151007,Lewes-Rehoboth Canal,1.44,0.2,8/15/2017,5/15/2018
5481,BURTON ACRES II,38.578889,-75.260556,Indian River,23.9,6.6,8/1/2017,8/1/2019
5482,LEWES DAIRY,38.583611,-75.287778,Iron Branch,7.8,7.2,7/1/2017,7/1/2018
5483,MARSHALL STREET MINI STORAGE,38.916389,-75.424167,Cedar Creek,8.9,7.9,5/31/2017,11/30/2017
5486,SUSSEX CONSORTIUM SCHOOL,38.749375,-75.231883,Broadkill River,24.82,24.6,11/1/2017,8/1/2019
5487,SWARTZENTRUBER POULTRY FARM COMPLEX,38.815852,-75.599712,Nanticoke River,36.7,18.3,6/1/2017,1/31/2018
5488,SAVANNAH PLACE SEWER EXTENSION,38.764444,-75.1525,Broadkill River,34.7,3.6,9/15/2018,9/15/2019
5489,SIMONS CORNER COMMERCIAL PAD SITE,39.170234,-75.354098,Delaware Bay,38.82,1.28,7/1/2017,1/1/2018
5490,SHARP ENERGY OFFICE,39.217778,-75.574444,Leipsic River,2,2,9/1/2017,9/1/2018
5491,WHITEHALL ELEMENTARY SCHOOL,39.533333,-75.679167,C & D Canal East,13.2,11.7,1/1/2018,7/1/2019
5492,HOLY FAMILY PARISH,39.6638,-75.717,Christina River,12.3,3.5,8/1/2017,8/1/2020
5493,CHESTNUT HILL PRESERVE,39.6652,-75.71195,Christina River,181.5,54.8,7/1/2017,7/1/2020
5499,PERDUE AGRI BUSINESS OFFICE BUILDING,38.468073,-75.55562,Broad Creek,17.8,18.52,6/1/2017,6/1/2018
5501,90 Saulsbury Road,39.161021,-75.544414,St. Jones River,1.5,1.5,7/10/2017,12/31/2018
5502,INDUSTRIAL DRIVE RAILROAD SPUR,39.434167,-75.718889,Appoquinimink River,43.7,6.2,6/1/2017,9/30/2017
5503,INTERCOLLEGIATE STUDIES INSTITUTE BEAN CONFERENCE CENTER,39.781389,-75.625833,Red Clay Creek,14.95,3.6,3/1/2018,3/1/2019
5504,HIGH TIDE CHURCH SANITARY SEWER,38.834319,-75.400225,Indian River Bay,19.3,3.1,7/1/2017,11/30/2017
5505,COASTAL CLUB LAND BAY 6,38.7276,-75.1948,Rehoboth Bay,21.55,27.6,10/1/2017,10/1/2019
5509,SUNSET HARBOUR (fna CANAL PLACE),38.558228,-75.087808,Indian River Bay,14.6,9.7,6/1/2017,6/1/2019
5511,LANDS OF SUSSEX COMMERCIAL INVESTMENT GROUP LLC,38.6397,-75.5947,Nanticoke River,14,4.6,9/1/2017,3/1/2018
5512,Secure Storage Phases 2 and 3,39.083446,-75.294664,Delaware Bay,18.68,9.53,8/1/2017,12/30/2017
5514,CVS PHARMACY 604 CORNER KETCH ROAD,39.74,-75.725,White Clay Creek,5.9,2.1,9/15/2017,4/1/2018
5517,MIDWAY SUBSTATION SITE IMPROVEMENTS,38.3586,-75.2648,Lewes-Rehoboth Canal,1.63,1.1,7/31/2017,6/30/2017
5518,SUMMIT BRIDGE VETERINARY HOSPTIAL,39.55619,-75.735922,Army Creek,3.8,1.9,9/1/2017,9/1/2018
5520,SUMMIT BRIDGE ESTATES,39.5319,-75.7278,C&D Canal East-Delaware River,53.6,50,8/1/2017,8/1/2020
5522,MELANIE'S RIDGE,38.658889,-75.605556,Nanticoke River,62,43,3/1/2018,11/30/2023
5524,CHAMBERS MOTORS STAGING AREA EXPANSION,38.697003,-75.590469,Nanticoke River,6.8,3,9/1/2017,12/1/2017
5525,CORRADO STOCKPILE,38.65,-75.24,Indian River,5,5,7/31/2017,7/31/2019
5526,KIMS LANDING,38.727222,-75.286389,Broadkill River,5.2,4.7,9/30/2017,3/30/2018
5528,LANDS OF R & K PARTNERS,38.753611,-75.162778,Delaware Bay,1.5,1.5,10/1/2017,6/30/2018
5531,HEDGELAWN PLAZA WESTOWN BUSINESS PARK,39.441667,-75.741667,Bohemia Creek,8.6,9.5,8/1/2017,12/1/2018
5532,COCCIVAC EXPANSION BUILDING,38.592222,-75.301667,Indian River Bay,17.98,3.59,8/1/2017,5/1/2018
5533,GILLESPIE POULTRY FARM COMPLEX,39.062511,-75.655863,Choptank River,65.5,17,8/1/2017,8/1/2018
5534,CEDAR CREEK POULTRY FARM COMPLEX,38.912663,-75.38691,Mispillion River,19.2,16.8,8/1/2017,8/1/2018
5535,SUMMIT CIRCLE,39.530278,-75.732222,C & D Canal East,17.21,13.88,4/1/2018,9/1/2020
5537,EVERGREEN PARKING EXPANSION,39.704741,-75.537846,Christina River,3,1.2,9/1/2017,12/15/2017
5539,SOPHIA'S LANDING,39.002185,-75.470527,Murderkill River,146.2,86.4,12/1/2017,12/1/2022
5540,HAWTHORNE TO ANSRWRF FORCEMAIN EXTENSION,37.999722,-75.511389,Broadkill River,20.9,20.9,9/1/2017,12/31/2017
5541,Artesian Northern Sussex Regional Wastewate,38.799089,-75.341864,Broadkill River,74.62,42.84,9/1/2017,9/1/2018
5542,HARBESON DOLLAR GENERAL,38.7946,-75.2607,Broadkill River,3,2.5,9/1/2017,9/1/2018
5544,UPS BLUE DIAMOND DISTRIBUTION CENTER,39.614,-75.3648,Delaware River,25.2,27,10/1/2017,10/1/2018
5547,EXPANSION TO MILLWOOD PHASE 2,38.576389,-75.278611,Indian River,28.5,20.1,11/30/2017,5/31/2018
5548,AMERICANA BAYSIDE MR RPC MELSON PROPERTY RESIDENTIAL,38.462778,-75.126111,Little Assawoman,15.23,10,11/1/2017,11/1/2019
5552,WELLNESS PLAZA,39.181944,-75.546111,St. Jones River,1.3,1.4,10/1/2017,10/1/2018
5553,ST GEORGES MANTENANCE YARD IMPROVEMENTS,39.543611,-75.6525,C & D Canal East,18.4,18.4,10/1/2017,11/1/2019
5554,APPLEBY ROAD TO AIRPORT ROAD,39.662778,-75.640556,Christina River,14.9,14.9,9/1/2017,12/31/2018
5556,MCKINNEY'S GROVE,38.728069,-75.120833,Lewes-Rehoboth Canal,5.1,4.4,1/1/2018,1/1/2020
5558,COURSEYS POINT PHASE 3 & 4,38.995454,-75.516577,Murderkill River,40.34,35.75,7/10/2017,12/31/2022
5559,HOLIDAY INN EXPRESS AND SUITES,39.444167,-75.735833,Appoquinimink River,2,2.4,9/10/2017,9/10/2020
5560,ST JONES LANDING,39.103611,-75.486389,St. Jones River,13.18,9.83,9/1/2017,9/1/2019
5561,JAMES FARM MASTER PLAN IMPLEMENTATION PHASE 1,38.5753,-75.0794,Indian River Bay,148.6,2.1,3/1/2018,9/1/2019
5562,PENNFIELD,39.516512,-75.642419,C & D Canal East,109.9,83,6/1/2018,6/1/2022
5563,Food Bank of Delaware Farm,39.612458,-75.755278,Christina River,25.47,4.2,9/5/2017,4/1/2018
5565,BRIDGEVILLE SELF STORAGE ADDITION,38.73685,-75.595684,Nanticoke River,5.2,2,1/30/2018,6/30/2018
5568,OYSTER HOUSE VILLAGE,38.706111,-75.094167,Lewes-Rehoboth Canal,4.51,0.98,9/11/2017,3/15/2018
5569,THE ESTUARY PHASE 2,38.489722,-75.116667,Indian River Bay,62,50,4/1/2018,9/1/2021
5570,HARMONY TO CHAPEL STREET TRANSMISSION LINE RECONDUCTOR PROJECT,39.692887,-75.693986,Brandywine Creek,42,9.8,10/15/2017,10/15/2018
5571,RUDY SOUTH,38.537103,-75.255238,Indian River Bay,14.8,16.3,9/1/2017,9/1/2018
